Facility ID,Facility Name,Short Description,Description,Facility Open Date,Facility Address 1,Facility Address 2,Facility City,Facility State,Facility Zip Code,Facility Phone Number,Facility Fax Number,Facility Website,Facility County Code,Facility County,Regional Office ID,Regional Office,Main Site Name,Main Site Facility ID,Operating Certificate Number,Operator Name,Operator Address 1,Operator Address 2,Operator City,Operator State,Operator Zip Code,Cooperator Name,Cooperator Address,Cooperator Address 2,Cooperator City,Cooperator State,Cooperator Zip Code,Ownership Type,Facility Latitude,Facility Longitude,Facility Location
4752,Syracuse Community Health Center East,DTC-EC,Diagnostic and Treatment Center Extension Clinic,6/3/1993,1938 E Fayette St,,New York,New York,10035,3154767921,,,33,Onondaga,3,Central New York Regional Office,Syracuse Community Health Center Inc,642,3301207R,Syracuse Community Health Center Inc,819-829 South Salina Street,,Syracuse,New York,13202,,,,,New York,,Not for Profit Corporation,43.048176,-76.11618,"(43.048176, -76.11618)"
9497,Franklin Magnet Elementary School,,School Based Diagnostic and Treatment Center Extension Clinic,9/28/2012,428 Alvord Street,,New York,New York,10029,3154767921,,,33,Onondaga,3,Central New York Regional Office,Syracuse Community Health Center Inc,642,3301207R,Syracuse Community Health Center Inc,819-829 South Salina Street,,Syracuse,New York,13202,,,,,New York,,Not for Profit Corporation,43.062378,-76.1465,"(43.062378, -76.1465)"
642,Syracuse Community Health Center Inc,DTC,Diagnostic and Treatment Center,9/27/1979,819-829 South Salina Street,,New York,New York,10032,3154767921,,,33,Onondaga,3,Central New York Regional Office,,,3301207R,Syracuse Community Health Center Inc,819-829 South Salina Street,,Syracuse,New York,13202,,,,,New York,,Not for Profit Corporation,43.039562,-76.150269,"(43.039562, -76.150269)"
9582,Westside Academy at Blodgett,,School Based Diagnostic and Treatment Center Extension Clinic,11/3/2011,312 Oswego Street,,New York,New York,10030,3154767921,,,33,Onondaga,3,Central New York Regional Office,Syracuse Community Health Center Inc,642,3301207R,Syracuse Community Health Center Inc,819-829 South Salina Street,,Syracuse,New York,13202,,,,,New York,,Not for Profit Corporation,43.04467,-76.164642,"(43.04467, -76.164642)"
9496,Grant Middle School,,School Based Diagnostic and Treatment Center Extension Clinic,9/28/2012,2400 Grant Boulevard,,New York,New York,10019,3154767921,,,33,Onondaga,3,Central New York Regional Office,Syracuse Community Health Center Inc,642,3301207R,Syracuse Community Health Center Inc,819-829 South Salina Street,,Syracuse,New York,13202,,,,,New York,,Not for Profit Corporation,43.07386,-76.148781,"(43.07386, -76.148781)"
10312,River Community Wellness,,Primary Care Hospital - Critical Access Hospital Extension Clinic,8/1/2019,3 Fuller Street,,New York,New York,10034,3154821229,,,22,Jefferson,3,Central New York Regional Office,"River Hospital, Inc.",377,2221700C,"River Hospital, Inc.",4 Fuller Street,,New York,New York,10016,,,,,New York,,Not for Profit Corporation,40.694435,-73.976624,"(40.694435, -73.976624)"
377,"River Hospital, Inc.",,Primary Care Hospital - Critical Access Hospital,1/30/1980,4 Fuller Street,,New York,New York,10027,3154822511,,,22,Jefferson,3,Central New York Regional Office,,,2221700C,"River Hospital, Inc.",4 Fuller Street,,New York,New York,10016,,,,,New York,,Not for Profit Corporation,40.694435,-73.976624,"(40.694435, -73.976624)"
7554,"Finger Lakes Migrant Health Care Project, Inc.",DTC-EC,Diagnostic and Treatment Center Extension Clinic,4/8/1998,117 East Steuben Street,,New York,New York,10013,3154831199,3155319103,,50,Steuben,2,Western Regional Office - Rochester,"Finger Lakes Migrant Health Care Project, Inc.",6683,5861200R,"Finger Lakes Migrant Health Care Project, Inc.","165 Main Street, P.O. Box 423",,Penn Yan,New York,14527,,,,,New York,,Not for Profit Corporation,42.333324,-77.313751,"(42.333324, -77.313751)"
6683,"Finger Lakes Migrant Health Care Project, Inc.",DTC,Diagnostic and Treatment Center,9/22/2004,6341 Ridge Road,,New York,New York,10026,3154831199,,,58,Wayne,2,Western Regional Office - Rochester,,,5861200R,"Finger Lakes Migrant Health Care Project, Inc.","165 Main Street, P.O. Box 423",,Penn Yan,New York,14527,,,,,New York,,Not for Profit Corporation,43.255342,-77.066957,"(43.255342, -77.066957)"
1038,Sodus Rehabilitation & Nursing Center,NH,Residential Health Care Facility - SNF,4/1/1987,6884 Maple Ave,,New York,New York,10035,3154839118,3154839432,,58,Wayne,2,Western Regional Office - Rochester,,,5828302N,BVRNC Operating LLC,20 Wood Court,,Tarrytown,New York,10591,,,,,New York,,LLC,43.248711,-77.062515,"(43.248711, -77.062515)"
2625,Sodus Health Center Clinic,HOSP-EC,Hospital Extension Clinic,1/1/1901,Doctors Office Building Middle Road,,New York,New York,10013,3154839133,,,58,Wayne,2,Western Regional Office - Rochester,Rochester General Hospital,411,2701003H,Rochester General Hospital Inc,905 Culver Road,,Rochester,New York,14609,Rochester Regional Health,89 Genesee Street,,Rochester,New York,14611,Not for Profit Corporation,43.255447,-77.067009,"(43.255447, -77.067009)"
3169,St Camillus Home Care Agency,CHHA,Certified Home Health Agency,1/17/1984,813 Fay Road,,New York,New York,10035,3154882831,,,33,Onondaga,3,Central New York Regional Office,,,3301603,St Camillus Residential Health Care Facility,813 Fay Road,,Syracuse,New York,13219,,,,,New York,,Not for Profit Corporation,43.035419,-76.208199,"(43.035419, -76.208199)"
655,St Camillus Residential Health Care Facility,NH,Residential Health Care Facility - SNF,1/1/1901,813 Fay Road,,New York,New York,10018,3154882951,,,33,Onondaga,3,Central New York Regional Office,,,3301321N,St Camillus Residential Health Care Facility,813 Fay Road,,Syracuse,New York,13219,,,,,New York,,Not for Profit Corporation,43.035419,-76.208199,"(43.035419, -76.208199)"
9043,St. Joseph's Dialysis - Camillus,DTC-EC,Diagnostic and Treatment Center Extension Clinic,7/1/2009,5101 West Genesee Street,,New York,New York,10003,3154883489,,,33,Onondaga,3,Central New York Regional Office,St. Joseph's Dialysis - Regional,9042,3301221R,"SJLS, LLC",301 Prospect Avenue,,Syracuse,New York,13203,,,,,New York,,LLC,43.041546,-76.261375,"(43.041546, -76.261375)"
6789,Endoscopic Procedure Center,DTC,Diagnostic and Treatment Center,10/11/2005,"260 Township Blvd., Suite 10",,New York,New York,10029,3154925470,,,33,Onondaga,3,Central New York Regional Office,,,3301220R,"EPC, LLC",4900 Broad Road,,Syracuse,New York,13215,,,,,New York,,LLC,43.054997,-76.275626,"(43.054997, -76.275626)"
9587,UPSTATE Sleep Center,HOSP-EC,Hospital Extension Clinic,11/20/2013,5700 W. Genesee Street,,New York,New York,10017,3154925877,3154925521,,33,Onondaga,3,Central New York Regional Office,University Hospital SUNY Health Science Center,635,3301007H,State University of New York,178-50 Linden Blvd,,Jamaica,New York,11434,,,,,New York,,State,43.039978,-76.293015,"(43.039978, -76.293015)"
628,UPSTATE University Hospital at Community General,HOSP,Hospital,1/1/1901,4900 Broad Road,,New York,New York,10032,3154925953,3154915414,,33,Onondaga,3,Central New York Regional Office,University Hospital SUNY Health Science Center,635,3301007H,State University of New York,178-50 Linden Blvd,,Jamaica,New York,11434,,,,,New York,,State,43.007816,-76.17025,"(43.007816, -76.17025)"
9329,Cooperative Magnetic Imaging Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,3/2/2012,1729 Burrstone Road,,New York,New York,10035,3154927666,3157929698,,32,Oneida,3,Central New York Regional Office,Cooperative Magnetic Imaging Center,5901,3202206R,CMI Professional Services LLP,107 Business Park Drive,,Utica,New York,13502,,,,,New York,,LLP,43.094315,-75.279503,"(43.094315, -75.279503)"
9287,Carthage Middle School,,School Based Primary Care Hospital - Critical Access Extension Clinic,9/8/2008,21986 Cole Road,,New York,New York,10021,3154931000,,,22,Jefferson,3,Central New York Regional Office,Carthage Area Hospital Inc,379,2238700C,Carthage Area Hospital Inc,West Street Rd,,Carthage,New York,13619,,,,,New York,,Not for Profit Corporation,43.988304,-75.644897,"(43.988304, -75.644897)"
6902,Carthage High School,,School Based Primary Care Hospital - Critical Access Extension Clinic,1/11/2006,36500 Route 26,,New York,New York,10032,3154931000,,,22,Jefferson,3,Central New York Regional Office,Carthage Area Hospital Inc,379,2238700C,Carthage Area Hospital Inc,West Street Rd,,Carthage,New York,13619,,,,,New York,,Not for Profit Corporation,43.988266,-75.644279,"(43.988266, -75.644279)"
379,Carthage Area Hospital Inc,,Primary Care Hospital - Critical Access Hospital,1/1/1901,1001 West Street,,New York,New York,10065,3154931000,,,22,Jefferson,3,Central New York Regional Office,,,2238700C,Carthage Area Hospital Inc,West Street Rd,,Carthage,New York,13619,,,,,New York,,Not for Profit Corporation,43.986073,-75.595421,"(43.986073, -75.595421)"
6965,CAH Medical Center,,Primary Care Hospital - Critical Access Hospital Extension Clinic,2/6/2007,3 Bridge Street,,New York,New York,10014,3154933100,,,22,Jefferson,3,Central New York Regional Office,Carthage Area Hospital Inc,379,2238700C,Carthage Area Hospital Inc,West Street Rd,,Carthage,New York,13619,,,,,New York,,Not for Profit Corporation,43.974518,-75.614525,"(43.974518, -75.614525)"
9131,CAH Medical Building,,Primary Care Hospital - Critical Access Hospital Extension Clinic,1/29/2010,117 North Mechanic Street,,New York,New York,10003,3154933100,3154933113,,22,Jefferson,3,Central New York Regional Office,Carthage Area Hospital Inc,379,2238700C,Carthage Area Hospital Inc,West Street Rd,,Carthage,New York,13619,,,,,New York,,Not for Profit Corporation,43.978313,-75.610268,"(43.978313, -75.610268)"
381,Carthage Center for Rehabilitaiton and Nursing,NH,Residential Health Care Facility - SNF,2/1/1989,1045 West Street,,New York,New York,10002,3154933220,,,22,Jefferson,3,Central New York Regional Office,,,2238304N,CLR Carthage LLC,4770 White Plains Road,,Bronx,New York,10470,,,,,New York,,LLC,43.986763,-75.59201,"(43.986763, -75.59201)"
7750,Family Health Center of Comm Mem Hosp,,Primary Care Hospital - Critical Access Hospital Extension Clinic,1/18/1999,4180 South Main Street   Route 46,,New York,New York,10030,3154952690,,,26,Madison,3,Central New York Regional Office,Community Memorial Hospital Inc,401,2625700C,Community Memorial Hospital Inc,150 Broad Street,,Hamilton,New York,13346,,,,,New York,,Not for Profit Corporation,42.970061,-75.588417,"(42.970061, -75.588417)"
96,Northwoods Rehabilitation and Nursing Center at Moravia,NH,Residential Health Care Facility - SNF,2/1/1989,7 Keeler Avenue,,New York,New York,10027,3154970440,3154979631,,5,Cayuga,3,Central New York Regional Office,,,0526304N,Northwoods Operations Associates LLC,7 Keeler Avenue,,Moravia,New York,13118,,,,,New York,,LLC,42.714851,-76.422775,"(42.714851, -76.422775)"
6385,"Specialists' One-Day Surgery Center, LLC",DTC,Diagnostic and Treatment Center,3/12/2002,190 Intrepid Lane,,New York,New York,10035,3154986200,,,33,Onondaga,3,Central New York Regional Office,,,3301216R,"Specialists' One-Day Surgery, LLC",190 Intrepid Lane,,Syracuse,New York,13205,,,,,New York,,LLC,43.002991,-76.127563,"(43.002991, -76.127563)"
10265,"Specialists' One-Day Surgery Center, LLC",DTC-EC,Diagnostic and Treatment Center Extension Clinic,3/27/2019,5801 East Taft Road,,New York,New York,10021,3154986200,,,33,Onondaga,3,Central New York Regional Office,"Specialists' One-Day Surgery Center, LLC",6385,3301216R,"Specialists' One-Day Surgery, LLC",190 Intrepid Lane,,Syracuse,New York,13205,,,,,New York,,LLC,43.127519,-76.115957,"(43.127519, -76.115957)"
10327,Carthage Area Hospital Walk-In Clinic,,Primary Care Hospital - Critical Access Hospital Extension Clinic,9/6/2019,22075 Constitution Drive,,New York,New York,10021,3155195872,,,22,Jefferson,3,Central New York Regional Office,Carthage Area Hospital Inc,379,2238700C,Carthage Area Hospital Inc,West Street Rd,,Carthage,New York,13619,,,,,New York,,Not for Profit Corporation,,,
1158,Soldiers and Sailors Memorial Hospital of Yates County Inc,,Primary Care Hospital - Critical Access Hospital,10/13/2005,418 North Main Street,,New York,New York,10025,3155312000,,,61,Yates,2,Western Regional Office - Rochester,,,6120700C,"Soldiers and Sailors Memorial Hospital of Yates County, Inc.",418 North Main St,,Penn Yan,New York,14527,,,,,New York,,Not for Profit Corporation,42.670712,-77.059822,"(42.670712, -77.059822)"
1159,Soldiers and Sailors Memorial Hospital Extended Care Unit,NH,Residential Health Care Facility - SNF,1/1/1901,418 North Main Street,,New York,New York,10002,3155312700,,,61,Yates,2,Western Regional Office - Rochester,,,6120000N,"Soldiers and Sailors Memorial Hospital of Yates County, Inc.",418 North Main St,,Penn Yan,New York,14527,,,,,New York,,Not for Profit Corporation,42.670712,-77.059822,"(42.670712, -77.059822)"
9263,Griffiss Surgery Center,DTC,Diagnostic and Treatment Center,1/3/2012,105 Dart Circle,,New York,New York,10011,3155335747,3155335881,,32,Oneida,3,Central New York Regional Office,,,3201201R,"Griffiss EC, LLC",105 Dart Circle,,Rome,New York,13441,,,,,New York,,LLC,43.209602,-75.413391,"(43.209602, -75.413391)"
9469,Penn Yan Community Health,DTC-EC,Diagnostic and Treatment Center Extension Clinic,3/4/2013,112 Kimball Avenue,,New York,New York,10028,3155360077,3157818444,,61,Yates,2,Western Regional Office - Rochester,"Finger Lakes Migrant Health Care Project, Inc.",6683,5861200R,"Finger Lakes Migrant Health Care Project, Inc.","165 Main Street, P.O. Box 423",,Penn Yan,New York,14527,,,,,New York,,Not for Profit Corporation,42.654888,-77.056328,"(42.654888, -77.056328)"
1162,Penn Yan Manor Nursing Home Inc,NH,Residential Health Care Facility - SNF,1/1/1901,655 N Liberty Street,,New York,New York,10029,3155362311,,,61,Yates,2,Western Regional Office - Rochester,,,6120300N,Penn Yan Manor Nursing Home Inc,655 North Liberty Street,,Penn Yan,New York,14527,,,,,New York,,Not for Profit Corporation,42.67141,-77.062813,"(42.67141, -77.062813)"
1160,Yates Co Board of Supervisors c/o County Physicians,DTC,Diagnostic and Treatment Center,9/27/1979,417 Liberty Street,,New York,New York,10037,3155365160,,,61,Yates,2,Western Regional Office - Rochester,,,6120200R,Yates County Board of Supervisors,226 Main Street,,Penn Yan,New York,14527,,,,,New York,,County,42.66309,-77.057617,"(42.66309, -77.057617)"
9436,Harrisville Health Center,,Primary Care Hospital - Critical Access Hospital Extension Clinic,2/6/2013,14214 Church Street,,New York,New York,10022,3155375003,3155375027,,24,Lewis,3,Central New York Regional Office,Lewis County General Hospital,383,2424700C,County of Lewis,Court House,,Lowville,New York,13367,,,,,New York,,County,44.149136,-75.324829,"(44.149136, -75.324829)"
862,Seneca Co Dept of Health,DTC,Diagnostic and Treatment Center,9/27/1979,2465 Bonadent Drive,,New York,New York,10003,3155391920,,,49,Seneca,2,Western Regional Office - Rochester,,,4923200R,County of Seneca,31 Thurber Drive,,Waterloo,New York,13165,,,,,New York,,County,42.906805,-76.842128,"(42.906805, -76.842128)"
863,"Seneca Nursing & Rehabilitation Center, LLC",NH,Residential Health Care Facility - SNF,2/1/1989,200 Douglas Drive,,New York,New York,10022,3155399202,,,49,Seneca,2,Western Regional Office - Rochester,,,4921303N,"Seneca Nursing and Rehabilitation Center, LLC",740 Main Street,,Rochester,New York,14607,,,,,New York,,LLC,42.906406,-76.846695,"(42.906406, -76.846695)"
6888,Edwards Health Center,,Primary Care Hospital - Critical Access Hospital Extension Clinic,4/27/2006,8 Church Street,,New York,New York,10029,3155621055,,,44,Saint Lawrence,3,Central New York Regional Office,Gouverneur Hospital,812,4423701C,Gouverneur Hospital,c/o Canton-Potsdam Hospital,50 Leroy St,Potsdam,New York,13676,"St. Lawrence Health System, Inc.",50 Leroy Street,,Potsdam,New York,13676,Not for Profit Corporation,44.325851,-75.251579,"(44.325851, -75.251579)"
9366,Rahma Health Clinic,DTC,Diagnostic and Treatment Center,8/23/2012,3100 S. Salina Street,,New York,New York,10019,3155696764,3154925855,,33,Onondaga,3,Central New York Regional Office,,,3301225R,"Rahma Health Clinic, Inc.",3100 S. Salina Street,,Onondaga,New York,13205,,,,,New York,,Not for Profit Corporation,43.017967,-76.141777,"(43.017967, -76.141777)"
7858,Mohawk Valley Medical Office,HOSP-EC,Hospital Extension Clinic,7/26/1999,201 East State St,,New York,New York,10026,3155742300,,,21,Herkimer,3,Central New York Regional Office,Faxton-St Lukes Healthcare St Lukes Division,599,3202003H,Faxton-St Lukes Healthcare,1656 Champlin Avenue,,New Hartford,New York,13503,Mohawk Valley Health System,1656 Champlin Ave,,Utica,New York,13502,Not for Profit Corporation,43.02639,-74.983688,"(43.02639, -74.983688)"
9331,Fulton Medical Health Center,HOSP-EC,Hospital Extension Clinic,4/27/2009,510 S. Fourth Street,,New York,New York,10017,3155923500,3155923501,,37,Oswego,3,Central New York Regional Office,Oswego Hospital,727,3702000H,Oswego Hospital Inc,110 West Sixth Street,,Oswego,New York,13126,,,,,New York,,Not for Profit Corporation,43.314819,-76.405846,"(43.314819, -76.405846)"
6981,AMS of Oswego Health,HOSP-EC,Hospital Extension Clinic,5/31/2007,98 North Second Street,,New York,New York,10001,3155936670,,,37,Oswego,3,Central New York Regional Office,Oswego Hospital,727,3702000H,Oswego Hospital Inc,110 West Sixth Street,,Oswego,New York,13126,,,,,New York,,Not for Profit Corporation,43.3269,-76.416893,"(43.3269, -76.416893)"
3678,Wolcott Medical Center,HOSP-EC,Hospital Extension Clinic,5/1/1986,Lawville Road,,New York,New York,10038,3155949444,,,58,Wayne,2,Western Regional Office - Rochester,Rochester General Hospital,411,2701003H,Rochester General Hospital Inc,905 Culver Road,,Rochester,New York,14609,Rochester Regional Health,89 Genesee Street,,Rochester,New York,14611,Not for Profit Corporation,43.226799,-76.769073,"(43.226799, -76.769073)"
4468,"Oswego Health Home Care, LLC",CHHA,Certified Home Health Agency,4/19/1991,"113 Schuyler Street, Suite 3",,New York,New York,10016,3155981544,3155986868,,37,Oswego,3,Central New York Regional Office,,,3701601,"Oswego Health Home Care, LLC","113 Schuyler Street, Suite 3",,Fulton,New York,13069,,,,,New York,,LLC,43.322966,-76.423615,"(43.322966, -76.423615)"
729,Oswego County Opportunities Inc,DTC,Diagnostic and Treatment Center,1/1/1901,10 George Street,,New York,New York,10016,3155984735,,,37,Oswego,3,Central New York Regional Office,,,3702200R,Oswego County Opportunities Inc,223 Oneida Street,,Fulton,New York,13069,,,,,New York,,Not for Profit Corporation,43.466839,-76.485199,"(43.466839, -76.485199)"
3087,Fulton Health Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,7/19/1983,522 South Fourth Street-Suite 500,,New York,New York,10002,3155984740,,,37,Oswego,3,Central New York Regional Office,Oswego County Opportunities Inc,729,3702200R,Oswego County Opportunities Inc,223 Oneida Street,,Fulton,New York,13069,,,,,New York,,Not for Profit Corporation,43.314148,-76.405258,"(43.314148, -76.405258)"
9554,ConnextCare,DTC-EC,Diagnostic and Treatment Center Extension Clinic,1/1/2013,510 South Fourth Street,,New York,New York,10021,3155984790,3153428803,,37,Oswego,3,Central New York Regional Office,ConnextCare,738,3726201R,Northern Oswego County Health Services Inc,61 Delano Street,,Pulaski,New York,13142,,,,,New York,,Not for Profit Corporation,,,
9555,ConnextCare,DTC-EC,Diagnostic and Treatment Center Extension Clinic,1/1/2013,"10 George Street, Suite 2",,New York,New York,10032,3155984790,3155924111,,37,Oswego,3,Central New York Regional Office,ConnextCare,738,3726201R,Northern Oswego County Health Services Inc,61 Delano Street,,Pulaski,New York,13142,,,,,New York,,Not for Profit Corporation,,,
6458,OH Fulton Health Services Center,HOSP-EC,Hospital Extension Clinic,8/27/2002,501 1/2 South Second Street,,New York,New York,10029,3155987400,,,37,Oswego,3,Central New York Regional Office,Oswego Hospital,727,3702000H,Oswego Hospital Inc,110 West Sixth Street,,Oswego,New York,13126,,,,,New York,,Not for Profit Corporation,43.313992,-76.407028,"(43.313992, -76.407028)"
8532,Upstate Pediatrics,HOSP-EC,Hospital Extension Clinic,6/7/2006,3448 State Route 31,,New York,New York,10032,3156226595,,,33,Onondaga,3,Central New York Regional Office,University Hospital SUNY Health Science Center,635,3301007H,State University of New York,178-50 Linden Blvd,,Jamaica,New York,11434,,,,,New York,,State,43.177223,-76.271606,"(43.177223, -76.271606)"
10153,MVHS Oneida Medical Office,HOSP-EC,Hospital Extension Clinic,6/26/2018,131 Main Street,,New York,New York,10031,3156245352,3156245745,,26,Madison,3,Central New York Regional Office,Faxton-St Lukes Healthcare St Lukes Division,599,3202003H,Faxton-St Lukes Healthcare,1656 Champlin Avenue,,New Hartford,New York,13503,Mohawk Valley Health System,1656 Champlin Ave,,Utica,New York,13502,Not for Profit Corporation,43.094943,-75.651522,"(43.094943, -75.651522)"
9409,Faxton-St. Luke's - Imaging Services,HOSP-EC,Hospital Extension Clinic,3/6/2012,106 Business Park Drive,,New York,New York,10003,3156245510,3156245781,,32,Oneida,3,Central New York Regional Office,Faxton-St Lukes Healthcare St Lukes Division,599,3202003H,Faxton-St Lukes Healthcare,1656 Champlin Avenue,,New Hartford,New York,13503,Mohawk Valley Health System,1656 Champlin Ave,,Utica,New York,13502,Not for Profit Corporation,43.090973,-75.279434,"(43.090973, -75.279434)"
9527,FSLH - St. Luke's Home Renal Dialysis,HOSP-EC,Hospital Extension Clinic,8/21/2013,1650 Champlin Avenue,,New York,New York,10037,3156245640,3156245735,,32,Oneida,3,Central New York Regional Office,Faxton-St Lukes Healthcare St Lukes Division,599,3202003H,Faxton-St Lukes Healthcare,1656 Champlin Avenue,,New Hartford,New York,13503,Mohawk Valley Health System,1656 Champlin Ave,,Utica,New York,13502,Not for Profit Corporation,43.099613,-75.275528,"(43.099613, -75.275528)"
599,Faxton-St Lukes Healthcare St Lukes Division,HOSP,Hospital,1/1/1901,1656 Champlin  Avenue,,New York,New York,10011,3156246001,,,32,Oneida,3,Central New York Regional Office,,,3202003H,Faxton-St Lukes Healthcare,1656 Champlin Avenue,,New Hartford,New York,13503,Mohawk Valley Health System,1656 Champlin Ave,,Utica,New York,13502,Not for Profit Corporation,43.098179,-75.275383,"(43.098179, -75.275383)"
597,Faxton Medical Campus,HOSP-EC,Hospital Extension Clinic,8/1/1979,1676 Sunset Avenue,,New York,New York,10033,3156246001,3156246956,,32,Oneida,3,Central New York Regional Office,Faxton-St Lukes Healthcare St Lukes Division,599,3202003H,Faxton-St Lukes Healthcare,1656 Champlin Avenue,,New Hartford,New York,13503,Mohawk Valley Health System,1656 Champlin Ave,,Utica,New York,13502,Not for Profit Corporation,43.090488,-75.25824,"(43.090488, -75.25824)"
9244,Mohawk Valley Endoscopy Center,DTC,Diagnostic and Treatment Center,9/1/2011,116 Business Park Drive,,New York,New York,10025,3156247070,3153160377,,32,Oneida,3,Central New York Regional Office,,,3202208R,"Mohawk Valley EC, LLC",110 Business Park Drive,,Utica,New York,13502,,,,,New York,,LLC,43.090382,-75.285759,"(43.090382, -75.285759)"
9061,Cooperative Magnetic Imaging Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,5/20/2009,2209 Genesee Street,,New York,New York,10035,3156247333,3157929698,,32,Oneida,3,Central New York Regional Office,Cooperative Magnetic Imaging Center,5901,3202206R,CMI Professional Services LLP,107 Business Park Drive,,Utica,New York,13502,,,,,New York,,LLP,43.083561,-75.267189,"(43.083561, -75.267189)"
6389,Barneveld Office,HOSP-EC,Hospital Extension Clinic,10/1/2001,7980 Route 12,,New York,New York,10017,3156248440,,,32,Oneida,3,Central New York Regional Office,Faxton-St Lukes Healthcare St Lukes Division,599,3202003H,Faxton-St Lukes Healthcare,1656 Champlin Avenue,,New Hartford,New York,13503,Mohawk Valley Health System,1656 Champlin Ave,,Utica,New York,13502,Not for Profit Corporation,43.249338,-75.184014,"(43.249338, -75.184014)"
6392,New Hartford ACP Medical Office,HOSP-EC,Hospital Extension Clinic,10/1/2001,8411 Seneca Turnpike,,New York,New York,10027,3156248500,3156248515,,32,Oneida,3,Central New York Regional Office,Faxton-St Lukes Healthcare St Lukes Division,599,3202003H,Faxton-St Lukes Healthcare,1656 Champlin Avenue,,New Hartford,New York,13503,Mohawk Valley Health System,1656 Champlin Ave,,Utica,New York,13502,Not for Profit Corporation,43.082912,-75.327164,"(43.082912, -75.327164)"
6057,MVHS Rehabilitation and Nursing Center,NH,Residential Health Care Facility - SNF,8/26/1996,1650 Champlin Avenue,,New York,New York,10026,3156248600,,,32,Oneida,3,Central New York Regional Office,,,3227305N,"St. Lukes Home Residential Health Care Facility, Inc.",Po Box 479,,Utica,New York,13503,Mohawk Valley Health System,1656 Champlin Ave,,Utica,New York,13502,Not for Profit Corporation,43.099613,-75.275528,"(43.099613, -75.275528)"
3055,Visiting Nurse Association of Utica and Oneida County Inc,LTHHCP,Long Term Home Health Care Program,10/26/1983,1650 Champlin Avenue,,New York,New York,10011,3156248900,3157356027,,32,Oneida,3,Central New York Regional Office,,,3202901L,Visiting Nurse Association of Utica and Oneida County Inc,1650 Champlin Avenue,,Utica,New York,13502,Mohawk Valley Health System,1656 Champlin Ave,,Utica,New York,13502,Not for Profit Corporation,43.099613,-75.275528,"(43.099613, -75.275528)"
1878,Visiting Nurse Association of Utica and Oneida County Inc,CHHA,Certified Home Health Agency,1/1/1901,1650 Champlin Avenue,,New York,New York,10016,3156248900,3157356027,,32,Oneida,3,Central New York Regional Office,,,3202602,Visiting Nurse Association of Utica and Oneida County Inc,1650 Champlin Avenue,,Utica,New York,13502,Mohawk Valley Health System,1656 Champlin Ave,,Utica,New York,13502,Not for Profit Corporation,43.099613,-75.275528,"(43.099613, -75.275528)"
9557,ConnextCare,DTC-EC,Diagnostic and Treatment Center Extension Clinic,1/1/2013,10 Carlton Drive,,New York,New York,10012,3156254388,3156254535,,37,Oswego,3,Central New York Regional Office,ConnextCare,738,3726201R,Northern Oswego County Health Services Inc,61 Delano Street,,Pulaski,New York,13142,,,,,New York,,Not for Profit Corporation,43.403404,-76.115089,"(43.403404, -76.115089)"
9122,Samaritan Family Practice at LeRay,HOSP-EC,Hospital Extension Clinic,2/23/2010,26908 Independence Way,,New York,New York,10029,3156294525,3156295751,,22,Jefferson,3,Central New York Regional Office,Samaritan Medical Center,367,2201000H,Samaritan Medical Center,830 Washington St,,Watertown,New York,13601,,,,,New York,,Not for Profit Corporation,44.054939,-75.831085,"(44.054939, -75.831085)"
3343,Hospice of Central New York/Hospice and Palliative Care Associates/Hospice of the Finger Lakes,HSPC,Hospice,6/26/1985,990 Seventh North Street,,New York,New York,10021,3156341100,3156341111,,33,Onondaga,3,Central New York Regional Office,,,3301501F,The Caring Coalition of Central NY,990 Seventh North Street,,Liverpool,New York,13088,,,,,New York,,Not for Profit Corporation,43.099258,-76.181641,"(43.099258, -76.181641)"
4323,Syracuse Home Association,NH,Residential Health Care Facility - SNF,8/20/1990,7740 Meigs Road,,New York,New York,10032,3156382521,,,33,Onondaga,3,Central New York Regional Office,,,3327301N,Syracuse Home Association Inc,7740 Meigs Road,,Baldwinsville,New York,13027,,,,,New York,,Not for Profit Corporation,43.144634,-76.344734,"(43.144634, -76.344734)"
6690,Philadelphia Medical Center,,Primary Care Hospital - Critical Access Hospital Extension Clinic,8/9/2004,32787 US Route 11,,New York,New York,10035,3156420216,,,22,Jefferson,3,Central New York Regional Office,Carthage Area Hospital Inc,379,2238700C,Carthage Area Hospital Inc,West Street Rd,,Carthage,New York,13619,,,,,New York,,Not for Profit Corporation,44.142883,-75.718887,"(44.142883, -75.718887)"
9488,Samaritan Family Health Center at Sackets Harbor,HOSP-EC,Hospital Extension Clinic,5/22/2013,105 Barracks Drive,,New York,New York,10038,3156467119,3156467127,,22,Jefferson,3,Central New York Regional Office,Samaritan Medical Center,367,2201000H,Samaritan Medical Center,830 Washington St,,Watertown,New York,13601,,,,,New York,,Not for Profit Corporation,43.950241,-76.110893,"(43.950241, -76.110893)"
